Country;IDCountry;populationGroup;IDpopulationGroup;CategoryLevel;Category1;IDCategory1;Category2;IDCategory2;avg_consume [grams/day/person];avg_consume [grams/kg body weight]
Austria;14;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;78,658;1,177
Denmark;58;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;78,588;1,604
Slovakia;198;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;78,564;1,061
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487947;78,5;1,046
Bulgaria;24;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487795;78,499;1,179
Poland;175;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;78,456;1,075
Spain;67;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;78,452;1,132
Croatia;97;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;78,412;1,05
Slovakia;198;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;78,001;1,095
Hungary;99;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;77,938;1,093
Netherlands;162;Very_elderly;13;2;Vegetables;10486258;Legumes;10486507;77,869;1,025
Denmark;58;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501073;77,689;1,077
Croatia;97;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;77,644;1,022
Bulgaria;24;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501070;77,079;1,104
Germany;56;Very_elderly;13;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;76,875;0,954
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501073;76,845;1,239
Netherlands;162;Elderly;12;2;Vegetables;10486258;Legumes;10486507;76,809;1,008
Sweden;193;Elderly;12;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;76,792;0,94
Finland;70;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501073;76,763;0,986
Poland;175;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;76,749;1,555
Germany;56;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501073;76,699;0,974
Austria;14;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487675;76,667;0,884
Belgium;22;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501073;76,657;1,254
Germany;56;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501080;76,582;0,984
Finland;70;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;76,508;1,002
Finland;70;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501073;76,24;0,979
Belgium;22;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;76,172;1,036
Hungary;99;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;76,111;0,965
Finland;70;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501080;76,017;1,049
Germany;56;Adolescents;7;1;Vegetables;10486258;NULL;NULL;75,965;1,227
Poland;175;Elderly;12;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;75,877;1,039
United Kingdom;77;Adolescents;7;1;Vegetables;10486258;NULL;NULL;75,876;1,479
Estonia;63;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487947;75,76;0,871
Germany;56;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;75,675;1,033
Spain;67;Adults;10;2;Alcoholic beverages;10489503;Wine;10489530;75,577;1,06
Denmark;58;Infants;1;1;Fruits and fruit products;10487162;NULL;NULL;75,546;8,244
Netherlands;162;Elderly;12;2;Vegetables;10486258;Legumes;10486507;75,491;0,982
Sweden;193;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;75,05;1,017
Finland;70;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;75;0,885
Netherlands;162;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;75;0,815
Netherlands;162;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487947;75;0,85
Germany;56;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;74,965;0,998
Spain;67;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;74,895;1,149
Finland;70;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;74,879;0,971
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;74,826;1,604
Cyprus;54;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501073;74,825;1,469
Latvia;132;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10501078;74,75;0,958
Latvia;132;Infants;1;2;Fruits and fruit products;10487162;Fruit;10490675;74,587;10,962
Latvia;132;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;74,5;0,966
Germany;56;Infants;1;2;Water and water based drinks;10489266;Water based beverages;10490622;74,357;8,167
Hungary;99;Very_elderly;13;2;Vegetables;10486258;Legumes;10486507;74,286;1,184
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;74,193;1,555
Estonia;63;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;73,932;1,33
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;73,921;1,421
Belgium;22;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;73,915;0,945
United Kingdom;77;Very_elderly;13;1;Meat and meat products;10487577;NULL;NULL;73,907;1,048
Denmark;58;Infants;1;2;Fruits and fruit products;10487162;Fruit;10490675;73,803;8,065
Finland;70;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;73,786;0,973
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;73,667;1,775
Italy;108;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501073;73,65;1,109
Spain;67;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;73,591;1,546
Sweden;193;Adolescents;7;1;Meat and meat products;10487577;NULL;NULL;73,539;1,805
Netherlands;162;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;73,409;0,939
Bulgaria;24;Very_elderly;13;2;Fruits and fruit products;10487162;Fruit;10490675;73,398;1,107
Poland;175;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;73,235;0,985
Netherlands;162;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488341;72,995;1,255
Estonia;63;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487760;72,9;1,037
Estonia;63;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;72,793;0,975
Poland;175;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;72,764;1,548
Belgium;22;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;72,613;1,098
Bulgaria;24;Very_elderly;13;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;72,5;1,11
Latvia;132;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487947;72,5;1,065
Bulgaria;24;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501070;72,454;1,098
Latvia;132;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;72,363;0,934
Germany;56;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;72,282;0,962
Netherlands;162;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;72,224;0,938
Latvia;132;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;72,105;0,901
Netherlands;162;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;72,097;0,935
Spain;67;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;72,097;1,5
France;75;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501073;72,085;1,046
Poland;175;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487947;71,944;0,967
Portugal;180;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486326;71,856;1,036
Spain;67;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486326;71,813;0,992
Belgium;22;Elderly;12;2;Vegetables;10486258;Legumes;10486507;71,742;1,012
Slovakia;198;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;71,598;0,919
France;75;Adolescents;7;2;Fruits and fruit products;10487162;Fruit;10490675;71,595;1,483
Netherlands;162;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;71,552;1,1
Italy;108;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;71,461;1,397
Bulgaria;24;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;71,42;1,1
Spain;67;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;71,345;1,009
Germany;56;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486326;71,29;0,97
Italy;108;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;71,271;1,019
Austria;14;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501073;71,07;1,554
Estonia;63;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501073;71;0,825
Belgium;22;Very_elderly;13;2;Fish and Seafood;10488027;Fish;10488028;70,931;1,041
Spain;67;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;70,897;1,068
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501073;70,868;0,938
Slovakia;198;Adults;10;2;Vegetables;10486258;Legumes;10486507;70,825;0,945
Austria;14;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;70,794;0,954
Belgium;22;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487760;70,65;0,636
France;75;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501073;70,458;0,985
Bulgaria;24;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501070;70,275;1,11
Germany;56;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501073;70,17;0,917
France;75;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501080;70,116;1,012
Bulgaria;24;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;70;1,429
Latvia;132;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501070;70;0,867
Netherlands;162;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;70;0,885
Belgium;22;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486666;70;1,045
Spain;67;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486258;69,891;1,01
Spain;67;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501073;69,856;0,956
Netherlands;162;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486260;69,816;1,374
France;75;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486393;69,767;6,342
Latvia;132;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;69,75;0,878
Romania;185;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;69,717;0,968
Belgium;22;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;69,65;1,015
Latvia;132;Infants;1;1;Vegetables;10486258;NULL;NULL;69,557;9,511
Czech Republic;55;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;69,499;1,592
Germany;56;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;69,45;0,901
Bulgaria;24;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487795;69,42;1,065
Latvia;132;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;69,384;0,891
Czech Republic;55;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486258;69,375;1,084
Finland;70;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501080;69,348;0,931
Sweden;193;Very_elderly;13;1;Fish and Seafood;10488027;NULL;NULL;69,313;0,932
Spain;67;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486258;69,25;0,985
Belgium;22;Very_elderly;13;1;Fish and Seafood;10488027;NULL;NULL;69,215;1,01
Finland;70;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;69,193;0,778
Latvia;132;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;69,182;1,449
Austria;14;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;69,177;0,849
Germany;56;Infants;1;1;Fruits and fruit products;10487162;NULL;NULL;69,027;7,81
Portugal;180;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486326;68,994;0,949
Netherlands;162;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;68,954;0,893
Hungary;99;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;68,921;0,951
Netherlands;162;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;68,844;0,892
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;68,75;1,201
Netherlands;162;Very_elderly;13;1;Fish and Seafood;10488027;NULL;NULL;68,574;0,933
Denmark;58;Very_elderly;13;2;Water and water based drinks;10489266;Water based beverages;10490622;68,571;0,963
Romania;185;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10487831;68,571;0,952
Estonia;63;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;68,521;0,993
Netherlands;162;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;68,506;0,887
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501073;68,503;0,911
Sweden;193;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;68,405;0,935
Slovenia;196;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;68,395;0,942
Netherlands;162;Very_elderly;13;2;Fish and Seafood;10488027;Fish;10488028;68,267;0,936
Belgium;22;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486260;68,247;0,987
Latvia;132;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;68,111;0,898
Bulgaria;24;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;68,107;1,108
Denmark;58;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;68,06;0,963
Belgium;22;Very_elderly;13;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;67,886;0,981
Finland;70;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;67,832;0,906
Finland;70;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;67,737;0,904
Netherlands;162;Elderly;12;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;67,416;0,906
Estonia;63;Elderly;12;2;Fish and Seafood;10488027;Fish;10488028;67,41;0,858
Belgium;22;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;67,396;0,964
Netherlands;162;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;67,355;1,197
Germany;56;Very_elderly;13;1;Fish and Seafood;10488027;NULL;NULL;67,101;0,907
Italy;108;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;67,073;6,707
Italy;108;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;67,061;0,989
Belgium;22;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;67,037;0,976
Netherlands;162;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486326;66,967;0,884
Italy;108;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;66,946;0,926
Bulgaria;24;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10490573;66,717;0,895
Austria;14;Adolescents;7;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;66,667;1,058
Latvia;132;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;66,56;0,918
Latvia;132;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;66,377;0,824
Estonia;63;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;66,346;0,796
Spain;67;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;66,186;0,926
Germany;56;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;66,183;0,985
Slovakia;198;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486258;66,176;0,891
Estonia;63;Infants;1;1;Fruits and fruit products;10487162;NULL;NULL;66,159;7,223
Austria;14;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;66,132;1,003
Latvia;132;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;66,081;1,429
Spain;67;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;66,008;1,257
Slovenia;196;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;66;0,767
Latvia;132;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;65,999;0,87
France;75;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;65,898;0,931
Romania;185;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;65,871;1,401
Belgium;22;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;65,816;0,896
Poland;175;Very_elderly;13;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;65,806;0,971
Austria;14;Adolescents;7;1;Vegetables;10486258;NULL;NULL;65,595;1,405
Sweden;193;Adults;10;1;Meat and meat products;10487577;NULL;NULL;65,59;0,904
Poland;175;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10488018;65,556;0,979
Netherlands;162;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;65,503;0,785
Austria;14;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;65,5;1,349
Austria;14;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486258;65,5;0,97
Austria;14;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;65,5;0,818
Estonia;63;Infants;1;2;Fruits and fruit products;10487162;Fruit;10490675;65,497;7,139
Spain;67;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;65,304;0,865
Portugal;180;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;65,286;0,863
Finland;70;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;65,28;0,869
Sweden;193;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501073;65,267;0,904
Belgium;22;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;65,21;0,913
Cyprus;54;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;65,208;1,117
Belgium;22;Very_elderly;13;2;Vegetables;10486258;Legumes;10486507;65,149;0,969
Latvia;132;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;65,13;1,328
Latvia;132;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;65,121;0,843
Germany;56;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;64,973;0,863
Bulgaria;24;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;64,953;0,865
Portugal;180;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;64,709;0,893
Netherlands;162;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486258;64,677;0,877
Latvia;132;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;64,664;0,826
Latvia;132;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;64,647;1,345
United Kingdom;77;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;64,626;0,872
Germany;56;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486260;64,548;0,9
Germany;56;Infants;1;2;Fruits and fruit products;10487162;Fruit;10490675;64,537;7,256
Bulgaria;24;Infants;1;1;Fruits and fruit products;10487162;NULL;NULL;64,531;7,488
Poland;175;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;64,509;0,877
Sweden;193;Adults;10;1;Vegetables;10486258;NULL;NULL;64,493;0,916
Estonia;63;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;64,479;0,934
Hungary;99;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;64,452;0,883
Belgium;22;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;64,436;0,977
Latvia;132;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;64,412;0,729
Latvia;132;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;64,286;1,254
Netherlands;162;Adults;10;2;Fish and Seafood;10488027;Fish;10488028;64,217;0,869
Finland;70;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486260;64,212;0,842
Germany;56;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;64,21;1,699
